ID,TypeObject,is_actual
280718,кафетерий,False
309145,предприятие быстрого обслуживания,False
178146,ресторан,True
328362,кафе,False
291129,кафе,True
367062,кафе,False
20458,бар,False
260000,кафе,False
192841,кафе,False
23815,ресторан,True
312923,кафетерий,True
309272,кафе,True
140347,кафе,True
300175,кафетерий,False
360584,кафе,True
209354,кафе,True
174799,предприятие быстрого обслуживания,True
203950,кафе,True
22008,кафетерий,False
367220,кафетерий,True
22867,ресторан,True
338108,предприятие быстрого обслуживания,True
291431,кафе,False
23910,кафе,False
278630,магазин (отдел кулинарии),True
179069,предприятие быстрого обслуживания,False
152133,столовая,False
318871,кафе,False
140302,кафе,False
148430,ресторан,False
149958,предприятие быстрого обслуживания,True
311503,кафетерий,True
277988,кафе,False
29090,столовая,False
75704,ресторан,False
192855,бар,True
290293,бар,False
29401,столовая,False
262765,кафетерий,True
363524,кафе,False
186117,ресторан,False
349447,буфет,False
367913,кафе,False
367073,бар,True
331025,магазин (отдел кулинарии),False
358937,ресторан,False
295280,бар,True
177519,бар,True
25445,кафе,False
277936,предприятие быстрого обслуживания,True
263291,столовая,True
328539,кафе,True
365866,кафетерий,True
307393,кафе,True
260854,кафетерий,True
274029,кафе,False
189445,ресторан,False
294350,предприятие быстрого обслуживания,True
137806,предприятие быстрого обслуживания,True
253186,кафетерий,True
315008,кафе,False
279241,кафе,False
359054,предприятие быстрого обслуживания,False
104792,ресторан,True
247062,бар,False
310118,кафетерий,True
347821,бар,True
225762,кафе,False
343449,предприятие быстрого обслуживания,True
283532,бар,True
280871,кафетерий,True
316672,кафетерий,True
352969,кафе,False
354730,кафе,True
291098,кафе,False
361514,кафе,True
27441,столовая,True
284028,бар,False
291753,предприятие быстрого обслуживания,False
345563,кафе,True
210391,кафе,False
326051,кафе,False
358138,кафе,False
368177,ресторан,False
305604,кафе,False
372996,ресторан,False
274949,предприятие быстрого обслуживания,True
351630,закусочная,True
373468,кафетерий,True
205645,кафетерий,True
193127,ресторан,False
351007,предприятие быстрого обслуживания,True
309066,кафе,False
370528,кафетерий,True
362236,предприятие быстрого обслуживания,True
306378,закусочная,False
22185,кафе,False
330822,магазин (отдел кулинарии),True
367806,предприятие быстрого обслуживания,True
375197,кафе,True
274019,ресторан,True
365754,кафетерий,False
341919,ресторан,False
260964,ресторан,False
20813,предприятие быстрого обслуживания,True
213724,кафе,False
354135,кафе,False
316350,кафе,True
121100,кафе,False
339508,предприятие быстрого обслуживания,False
29277,столовая,False
125022,ресторан,True
27273,ресторан,False
190757,кафе,True
21490,буфет,True
28951,столовая,False
341338,кафе,False
102906,ресторан,True
360275,кафе,False
298105,предприятие быстрого обслуживания,False
340593,кафе,False
346595,бар,True
369788,ресторан,True
217621,ресторан,True
295469,кафе,True
28798,столовая,False
373116,кафе,True
361480,кафетерий,True
256084,предприятие быстрого обслуживания,False
29073,столовая,False
169707,ресторан,False
118650,кафе,True
255145,предприятие быстрого обслуживания,True
357057,столовая,False
23717,столовая,True
311919,кафе,False
302470,ресторан,False
22175,кафе,True
330077,кафе,True
359321,кафетерий,False
248679,кафетерий,True
19818,буфет,False
320186,кафетерий,True
21764,кафе,False
329142,кафе,True
322603,кафе,False
286215,предприятие быстрого обслуживания,True
197504,столовая,True
366569,магазин (отдел кулинарии),False
325892,кафе,True
309725,кафе,True
205119,кафе,True
248391,кафетерий,False
304384,кафе,True
155298,ресторан,True
328158,бар,False
329134,кафе,False
20344,бар,False
142956,ресторан,False
20420,бар,False
73115,ресторан,False
27066,ресторан,False
339724,кафетерий,True
27951,столовая,False
269601,кафе,True
26172,ресторан,False
168403,кафе,True
317838,бар,False
130996,кафе,True
182625,ресторан,True
152169,столовая,True
255715,кафетерий,True
273821,ресторан,True
220671,бар,False
312276,кафе,True
165035,кафетерий,False
345982,кафе,True
358843,предприятие быстрого обслуживания,True
278066,бар,False
375852,предприятие быстрого обслуживания,False
194835,ресторан,True
152527,столовая,False
345148,кафе,False
290587,ресторан,False
77649,кафе,True
28624,буфет,True
345941,ресторан,True
215719,ресторан,False
197855,кафе,True
278830,кафе,False
218411,кафе,True
288003,закусочная,True
312207,предприятие быстрого обслуживания,False
284104,кафе,False
162189,магазин (отдел кулинарии),True
311947,ресторан,False
23480,кафе,True
284820,кафе,False
372910,кафетерий,True
274975,столовая,True
140634,ресторан,True
365452,кафе,False
344999,кафетерий,False
310030,кафетерий,True
328673,бар,False
372075,кафе,True
361553,предприятие быстрого обслуживания,True
152189,буфет,False
159244,буфет,True
269987,кафе,False
366602,предприятие быстрого обслуживания,True
328956,ресторан,True
338929,бар,False
173004,бар,True
375763,закусочная,False
229655,ресторан,True
297037,кафетерий,False
358495,предприятие быстрого обслуживания,False
329719,кафе,True
172518,кафе,False
193364,предприятие быстрого обслуживания,False
259110,кафе,False
311331,бар,True
200432,кафе,True
148433,предприятие быстрого обслуживания,False
303697,кафетерий,True
29320,столовая,True
356883,предприятие быстрого обслуживания,False
198925,магазин (отдел кулинарии),False
364436,кафе,False
279322,предприятие быстрого обслуживания,False
373539,кафетерий,False
29044,столовая,True
322832,кафе,False
286350,кафе,True
303055,закусочная,True
338715,бар,False
373935,кафе,True
308582,кафе,True
203219,кафетерий,True
230673,кафетерий,False
294435,кафе,True
166982,кафе,True
362380,предприятие быстрого обслуживания,False
27517,столовая,False
338825,кафе,True
170392,бар,True
270855,предприятие быстрого обслуживания,False
148810,ресторан,False
348728,кафетерий,True
134338,ресторан,True
331704,ресторан,True
338406,ресторан,False
19878,кафе,False
145266,предприятие быстрого обслуживания,False
342400,кафе,True
275870,кафе,True
189919,кафетерий,False
188440,кафе,True
158011,кафе,False
327528,ресторан,True
286311,предприятие быстрого обслуживания,True
24317,кафе,True
255504,кафетерий,False
282269,ресторан,True
309729,кафе,False
249002,кафе,False
325045,предприятие быстрого обслуживания,False
342425,кафе,True
156891,закусочная,False
367332,кафе,False
314379,закусочная,False
356431,кафетерий,False
290241,ресторан,False
244823,закусочная,False
308608,кафе,True
311206,кафе,True
29058,столовая,False
358152,кафе,False
370338,ресторан,False
327827,кафе,True
345491,кафе,False
24307,кафе,True
330924,кафе,True
365742,кафе,True
326525,предприятие быстрого обслуживания,False
293352,бар,True
374757,кафетерий,False
348845,кафе,True
156314,бар,True
249895,магазин (отдел кулинарии),False
321182,предприятие быстрого обслуживания,False
343107,столовая,False
323277,кафетерий,True
27446,столовая,False
342923,бар,False
286892,кафе,True
276951,предприятие быстрого обслуживания,False
259994,бар,False
347869,магазин (отдел кулинарии),False
315998,предприятие быстрого обслуживания,False
21433,столовая,True
356535,кафе,False
291329,столовая,False
348133,предприятие быстрого обслуживания,True
29437,столовая,True
328655,кафе,True
282205,предприятие быстрого обслуживания,False
173646,ресторан,False
168167,предприятие быстрого обслуживания,False
146615,кафе,True
177490,ресторан,True
273622,кафе,True
261820,предприятие быстрого обслуживания,True
311303,бар,False
349086,кафе,True
298299,кафе,False
349528,кафетерий,True
365838,закусочная,True
357798,кафе,False
293129,предприятие быстрого обслуживания,False
213854,закусочная,False
25873,ресторан,False
289779,кафе,True
275889,предприятие быстрого обслуживания,True
203786,столовая,False
288851,кафе,True
305789,кафе,False
346171,ресторан,True
58756,кафе,True
284772,кафе,True
205890,кафе,False
296920,предприятие быстрого обслуживания,True
322665,кафе,False
341570,предприятие быстрого обслуживания,True
282096,кафе,False
26382,ресторан,True
89238,кафе,False
215005,бар,False
27500,столовая,False
22920,ресторан,True
189475,кафе,False
297814,предприятие быстрого обслуживания,True
134001,ресторан,True
319465,кафе,True
238612,кафе,False
184221,кафе,True
328052,магазин (отдел кулинарии),False
26769,ресторан,True
155117,кафе,False
25003,кафе,True
153552,кафетерий,False
281263,кафе,True
133140,кафе,True
140401,ресторан,True
347675,закусочная,False
344088,закусочная,False
288652,предприятие быстрого обслуживания,True
319419,кафетерий,True
278481,кафе,False
29065,столовая,False
20919,столовая,False
329167,предприятие быстрого обслуживания,False
371906,кафетерий,False
270035,кафетерий,False
347785,закусочная,False
298929,кафетерий,False
206341,кафе,True
264113,закусочная,True
171803,кафе,False
278008,кафе,False
141027,ресторан,False
154508,кафе,False
19823,буфет,False
222215,кафетерий,False
26946,ресторан,False
207167,закусочная,False
76243,столовая,False
24623,кафе,True
23682,кафе,True
274530,бар,False
368078,ресторан,False
331335,предприятие быстрого обслуживания,False
186731,бар,True
29805,бар,True
28768,столовая,True
256303,ресторан,True
317938,кафетерий,True
28172,столовая,False
331493,бар,False
361153,ресторан,True
26585,ресторан,True
332365,столовая,True
312333,бар,True
210214,ресторан,False
185195,предприятие быстрого обслуживания,True
23344,ресторан,False
148899,ресторан,True
199244,предприятие быстрого обслуживания,True
369384,кафе,True
306622,кафе,True
195678,кафе,True
299215,кафе,True
319098,предприятие быстрого обслуживания,False
180225,кафе,False
354336,предприятие быстрого обслуживания,False
371716,кафе,False
27444,столовая,False
104251,ресторан,True
363666,кафе,False
258733,предприятие быстрого обслуживания,False
356001,кафетерий,False
321953,магазин (отдел кулинарии),False
368367,кафе,False
20597,бар,False
349207,кафе,False
345595,закусочная,True
21480,столовая,False
83950,ресторан,False
312011,закусочная,False
92151,предприятие быстрого обслуживания,True
271106,ресторан,False
275473,кафе,True
322160,предприятие быстрого обслуживания,False
135578,предприятие быстрого обслуживания,False
28630,столовая,False
341927,бар,False
367051,предприятие быстрого обслуживания,True
358695,ресторан,True
311985,кафе,False
78275,ресторан,True
19983,кафе,False
363667,кафе,True
277171,предприятие быстрого обслуживания,True
371637,кафетерий,True
157568,кафе,False
313427,ресторан,True
337464,столовая,False
276361,кафетерий,True
153532,столовая,True
310708,кафе,False
21428,буфет,True
172614,предприятие быстрого обслуживания,False
279401,закусочная,False
367207,кафетерий,False
272845,кафе,True
369634,предприятие быстрого обслуживания,False
208949,столовая,True
156723,ресторан,True
304138,кафе,True
355177,кафе,True
163999,ресторан,True
314500,магазин (отдел кулинарии),False
366962,кафе,False
171671,кафе,True
350160,кафе,True
205826,ресторан,True
20905,столовая,True
338194,кафетерий,False
252484,кафетерий,True
194968,кафе,False
156549,ресторан,False
363521,предприятие быстрого обслуживания,False
255442,кафе,False
29619,столовая,True
304125,кафе,False
367943,кафе,False
27496,столовая,False
277253,закусочная,False
29095,столовая,True
309391,кафе,True
367931,предприятие быстрого обслуживания,False
345069,магазин (отдел кулинарии),False
359087,кафе,False
340176,кафе,True
29362,столовая,True
202742,ресторан,True
288814,кафетерий,True
367300,бар,False
285291,предприятие быстрого обслуживания,True
172385,кафе,False
364795,предприятие быстрого обслуживания,False
157662,кафетерий,True
329840,кафе,False
281710,кафетерий,True
81174,столовая,True
346999,кафетерий,False
83457,ресторан,False
76928,кафе,True
69667,кафе,False
247779,предприятие быстрого обслуживания,True
23338,столовая,True
25765,предприятие быстрого обслуживания,False
344152,кафе,True
368241,предприятие быстрого обслуживания,True
288004,столовая,True
356384,закусочная,False
149077,кафетерий,True
323352,кафе,False
286373,кафе,False
148435,предприятие быстрого обслуживания,True
307264,бар,True
86309,ресторан,True
141575,бар,False
254535,кафе,False
356849,кафе,True
245743,ресторан,True
309134,бар,False
352604,ресторан,True
363340,кафе,False
25098,кафе,False
359270,кафе,True
23451,столовая,True
226682,бар,True
23902,кафе,True
311556,столовая,True
346268,кафе,False
341541,кафе,True
342606,кафе,True
301999,ресторан,True
287368,кафе,False
367057,кафе,False
372558,ресторан,False
19732,буфет,True
266421,предприятие быстрого обслуживания,True
242845,кафе,False
193748,столовая,False
360416,кафе,False
340128,бар,True
339631,кафе,False
346843,бар,True
294891,ресторан,False
27208,ресторан,False
365558,закусочная,False
191771,кафе,False
375047,кафетерий,True
225844,ресторан,False
283109,ресторан,True
307141,кафе,False
290843,кафе,False
317143,предприятие быстрого обслуживания,False
179864,кафетерий,False
100958,кафе,True
247586,предприятие быстрого обслуживания,True
264603,кафе,False
135906,ресторан,True
88283,закусочная,True
305746,бар,False
83687,кафе,True
149086,бар,True
347815,предприятие быстрого обслуживания,False
365508,предприятие быстрого обслуживания,True
358793,кафе,True
143223,кафе,False
261787,кафетерий,True
265815,кафе,True
356009,кафетерий,False
337208,магазин (отдел кулинарии),True
150829,столовая,False
347968,предприятие быстрого обслуживания,False
210136,кафе,True
165621,бар,True
276118,предприятие быстрого обслуживания,True
360464,кафе,False
360638,столовая,False
325782,предприятие быстрого обслуживания,True
322433,буфет,False
244141,кафетерий,False
368748,кафе,False
357373,кафе,False
22028,ресторан,False
358786,закусочная,False
145286,кафе,True
198691,бар,False
350144,ресторан,True
338573,бар,False
275504,кафе,False
257825,закусочная,False
275683,ресторан,True
166885,кафе,True
310435,кафетерий,False
171729,ресторан,True
374135,предприятие быстрого обслуживания,False
298224,кафе,True
23915,кафе,True
271770,кафе,False
291996,кафе,False
146457,предприятие быстрого обслуживания,True
310358,кафе,False
340156,предприятие быстрого обслуживания,True
23758,столовая,False
239213,столовая,False
133300,ресторан,False
311511,кафе,False
346800,кафе,False
209950,предприятие быстрого обслуживания,False
321722,предприятие быстрого обслуживания,True
311258,кафе,False
308968,ресторан,False
252873,кафе,False
308541,кафе,False
242304,предприятие быстрого обслуживания,True
372247,ресторан,True
23228,ресторан,True
341468,кафе,True
146703,ресторан,True
365882,закусочная,True
338673,кафе,True
359585,бар,True
357037,ресторан,True
344784,кафе,True
143142,предприятие быстрого обслуживания,True
29042,столовая,False
275653,кафе,False
26995,ресторан,False
279410,предприятие быстрого обслуживания,False
307643,предприятие быстрого обслуживания,False
309556,предприятие быстрого обслуживания,False
358899,бар,False
349999,кафе,True
80875,ресторан,False
371507,кафе,False
285132,бар,False
324944,кафетерий,False
27602,столовая,True
374581,кафе,False
70049,кафе,False
193280,кафе,False
153315,бар,False
169445,кафетерий,True
143195,ресторан,False
129804,бар,False
24114,кафе,False
314950,кафе,True
358126,кафе,True
79661,ресторан,True
329916,кафе,False
307274,бар,False
365464,кафе,True
359069,закусочная,True
320382,кафе,True
27620,столовая,True
298813,кафе,True
357141,предприятие быстрого обслуживания,False
110164,кафе,False
174235,кафе,True
278519,кафетерий,False
358765,кафе,False
340945,ресторан,True
263279,кафе,True
280066,кафе,False
277108,бар,False
289109,кафе,False
332016,предприятие быстрого обслуживания,True
313695,предприятие быстрого обслуживания,False
338885,предприятие быстрого обслуживания,True
347136,кафетерий,True
307369,закусочная,False
368276,кафе,True
356106,кафе,False
152316,кафе,True
20343,бар,True
296081,кафе,True
359312,кафе,False
23901,кафе,True
349146,кафе,False
24871,бар,False
273825,кафетерий,False
344916,кафе,True
355477,кафетерий,False
326152,кафетерий,True
307391,предприятие быстрого обслуживания,False
189654,кафе,False
25677,кафе,False
348655,кафе,False
342379,кафе,False
346655,предприятие быстрого обслуживания,True
358666,бар,False
283947,бар,False
166283,предприятие быстрого обслуживания,True
232503,ресторан,False
28699,столовая,False
362450,предприятие быстрого обслуживания,True
21289,буфет,False
355652,бар,True
213999,кафе,False
305610,кафе,False
286272,бар,True
338228,кафетерий,True
302228,закусочная,True
349792,кафетерий,False
216415,кафе,True
309530,кафе,True
344464,кафе,False
19882,кафе,True
279958,кафе,True
115148,кафе,True
181916,кафе,False
353065,магазин (отдел кулинарии),False
348417,магазин (отдел кулинарии),True
322921,кафе,False
363174,столовая,False
367273,бар,True
278071,закусочная,True
292137,закусочная,True
288124,магазин (отдел кулинарии),True
352352,кафе,True
71091,столовая,True
200637,кафетерий,True
309735,кафетерий,False
369518,кафе,False
371818,кафе,True
362674,кафе,False
234821,закусочная,False
358135,кафе,True
246781,кафе,False
273269,кафетерий,True
255064,предприятие быстрого обслуживания,False
282760,кафетерий,True
193043,магазин (отдел кулинарии),False
318447,столовая,True
347282,столовая,False
198021,кафетерий,True
272912,закусочная,True
20979,столовая,True
28786,столовая,True
352114,кафе,True
343092,кафе,True
374457,кафе,True
164976,кафе,True
192866,предприятие быстрого обслуживания,True
260088,кафе,True
29064,столовая,True
330104,предприятие быстрого обслуживания,True
351788,ресторан,True
318512,кафе,False
292441,бар,True
172511,кафе,False
23938,ресторан,False
259952,предприятие быстрого обслуживания,False
26220,ресторан,True
198632,кафе,False
19789,столовая,True
169016,кафе,True
201514,кафетерий,False
81175,столовая,True
311211,кафе,False
149517,кафе,False
279911,закусочная,False
302012,кафе,False
325332,ресторан,True
306620,кафе,True
84312,бар,False
86794,кафе,False
26781,ресторан,False
144012,бар,False
266801,ресторан,False
338140,кафе,False
28407,буфет,True
285460,кафе,True
305998,бар,True
256496,кафе,True
363824,ресторан,False
352085,кафе,False
308985,кафе,True
312184,кафе,False
295088,кафе,True
309552,кафе,False
155383,столовая,False
353538,кафе,True
310275,кафетерий,True
69921,ресторан,True
301436,кафе,True
151136,кафе,False
285672,кафе,False
156932,кафе,False
115556,кафе,True
313742,бар,True
23775,столовая,True
309636,предприятие быстрого обслуживания,True
318215,кафетерий,False
338396,кафе,True
185802,бар,True
125151,кафе,False
152631,кафе,False
278247,кафе,False
364562,кафе,True
323300,закусочная,True
349841,кафе,False
163470,кафе,False
302201,кафе,False
371951,кафе,True
266516,кафетерий,False
365739,кафе,False
228301,столовая,True
370559,кафе,False
327575,кафе,False
355900,ресторан,False
350545,кафе,True
289152,кафе,True
361694,кафе,False
21089,предприятие быстрого обслуживания,True
25850,ресторан,True
332398,бар,True
243794,столовая,False
236968,кафе,False
312026,предприятие быстрого обслуживания,False
371378,предприятие быстрого обслуживания,True
193161,предприятие быстрого обслуживания,True
357304,кафе,False
345431,ресторан,False
325848,бар,True
358609,кафе,False
246425,магазин (отдел кулинарии),False
249153,магазин (отдел кулинарии),True
269429,кафе,False
349422,кафе,False
374351,кафетерий,True
314002,бар,True
27424,столовая,False
77874,кафе,True
138343,кафе,False
288200,кафе,False
29363,столовая,False
153976,буфет,False
27770,столовая,True
306364,кафе,True
256938,предприятие быстрого обслуживания,True
178881,столовая,True
330073,кафе,True
24653,кафе,True
203611,кафе,False
223053,бар,True
23734,кафе,True
342920,предприятие быстрого обслуживания,False
21177,буфет,False
374529,кафе,False
326718,кафетерий,True
213288,ресторан,True
24310,ресторан,True
202667,кафе,True
219215,ресторан,False
311269,кафе,False
23922,ресторан,False
304129,бар,True
155735,кафе,True
233311,кафе,True
192445,предприятие быстрого обслуживания,True
351682,кафе,False
362432,предприятие быстрого обслуживания,True
22253,кафе,False
22848,ресторан,True
237541,кафе,True
367745,предприятие быстрого обслуживания,False
27687,кафе,True
286430,кафе,False
353183,бар,False
208205,кафе,False
221611,кафе,False
213408,кафе,False
307949,закусочная,False
357557,кафетерий,False
343301,ресторан,True
365756,кафе,True
369010,предприятие быстрого обслуживания,True
253938,закусочная,False
328450,ресторан,True
29528,столовая,False
155151,кафе,False
365828,ресторан,True
342889,предприятие быстрого обслуживания,True
357193,бар,False
208757,кафе,True
219759,кафе,False
205687,кафетерий,True
128118,ресторан,True
25008,кафе,False
325565,кафе,True
269777,кафетерий,True
342499,кафе,True
348140,столовая,True
173576,предприятие быстрого обслуживания,False
147423,столовая,True
305478,кафе,False
328748,кафе,False
289401,кафетерий,True
21080,столовая,True
341054,ресторан,True
152459,предприятие быстрого обслуживания,False
289209,предприятие быстрого обслуживания,False
356197,кафе,True
357439,бар,False
367918,кафе,False
220568,предприятие быстрого обслуживания,True
83632,кафе,False
281828,магазин (отдел кулинарии),True
255029,предприятие быстрого обслуживания,True
362582,предприятие быстрого обслуживания,True
358916,предприятие быстрого обслуживания,True
99992,кафе,False
204067,кафетерий,False
350806,кафе,False
140412,кафе,False
359410,закусочная,False
201045,бар,True
173155,кафе,False
81473,ресторан,True
287627,кафе,False
202395,кафе,True
256535,предприятие быстрого обслуживания,False
84466,столовая,True
357399,кафе,False
69159,кафетерий,True
279708,кафе,False
347711,ресторан,True
156872,кафе,True
349654,кафетерий,True
372055,кафетерий,True
26771,ресторан,False
23330,кафе,True
250356,кафе,True
370881,предприятие быстрого обслуживания,False
28783,столовая,True
348471,столовая,True
289796,кафе,True
309202,кафетерий,False
27430,столовая,False
24473,кафе,False
369856,закусочная,True
309998,предприятие быстрого обслуживания,False
339463,кафе,False
29624,столовая,True
24599,предприятие быстрого обслуживания,True
369365,кафе,False
326348,кафе,False
21407,буфет,True
264256,кафе,False
293038,предприятие быстрого обслуживания,True
29586,столовая,True
205082,кафе,False
266387,ресторан,True
360073,кафе,True
301920,столовая,True
297855,кафе,False
288349,кафе,True
168905,кафе,True
76606,ресторан,True
224419,кафетерий,True
349621,предприятие быстрого обслуживания,True
300633,кафе,False
124259,кафе,False
352225,предприятие быстрого обслуживания,False
353271,бар,False
150827,столовая,False
213308,ресторан,False
29059,столовая,True
26986,ресторан,True
308579,предприятие быстрого обслуживания,True
351774,кафе,False
178955,кафе,False
27354,столовая,False
368696,кафе,True
350556,кафе,False
351220,ресторан,True
357987,закусочная,False
20385,ресторан,True
157975,бар,True
26663,предприятие быстрого обслуживания,True
282900,столовая,False
157300,буфет,True
198461,буфет,True
347918,кафе,True
361117,закусочная,False
280723,кафе,False
301839,кафе,True
20724,бар,True
270824,кафетерий,True
371027,кафетерий,False
80001,предприятие быстрого обслуживания,True
20055,ресторан,False
369654,бар,False
169033,ресторан,False
313657,предприятие быстрого обслуживания,False
324535,предприятие быстрого обслуживания,False
316100,бар,False
288669,предприятие быстрого обслуживания,False
352647,магазин (отдел кулинарии),False
24970,ресторан,True
284231,кафе,True
344798,закусочная,False
28685,столовая,True
249146,предприятие быстрого обслуживания,False
26566,кафе,True
313420,кафетерий,False
302194,предприятие быстрого обслуживания,True
313464,магазин (отдел кулинарии),False
287187,ресторан,True
28635,столовая,False
275819,кафе,True
187507,предприятие быстрого обслуживания,True
321091,кафе,False
349189,предприятие быстрого обслуживания,False
250172,предприятие быстрого обслуживания,True
372460,кафетерий,True
364871,предприятие быстрого обслуживания,True
